Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
STRANGOLAGALLI,6007526620,13.0,26.485999999999997,4.186333598747239,34.47222222222222,3.8601357680978197
STRANGOLAGALLI,6007526617,25.0,24.511,6.065513910626205,33.516666666666666,6.245465021384183
STRANGOLAGALLI,6007520016,258.0,29.333333333333332,1.5968300890618674,36.266666666666666,7.171006437964851
STRANGOLAGALLI,6007526607,42.0,25.782999999999998,4.550084394821705,34.044444444444444,4.502632974572069
STRANGOLAGALLI,6007526621,39.0,30.002000000000002,1.9586594905700174,37.205555555555556,5.7323723354814105
STRANGOLAGALLI,6007526614,12.0,25.384,4.716124362227951,34.67777777777778,5.6305055361479415
STRANGOLAGALLI,6007526608,27.0,25.749666666666666,4.716657326256947,35.411111111111104,5.630505536147938
SUBIACO,5810310002,114.0,41.284,23.535493557603587,57.400000000000006,30.52878878115613
SUBIACO,5810310004,5818.0,28.445999999999998,23.535493557603587,38.33888888888888,30.519166715967803
SUBIACO,5810320007,72.0,26.351666666666667,18.80247351635772,34.300000000000004,22.071141288519218
SUBIACO,5810310005,177.0,28.735666666666667,22.48686159368028,35.400000000000006,27.293421063203734
SUBIACO,5810310003,145.0,33.022,26.80766295296925,31.59444444444445,23.19476912613736
SUBIACO,5810320008,147.0,27.566666666666666,22.1645166952346,32.983333333333334,26.938345243248413
SUBIACO,5810320009,39.0,26.118333333333336,18.240149295807132,34.47222222222222,21.397626642362138
SUBIACO,5810320010,85.0,29.346666666666664,22.321089810610353,35.455555555555556,27.050150612300627
SUBIACO,5810320011,96.0,28.404,23.214283469450443,33.3,27.39994424163021
SUBIACO,5810320012,118.0,28.086,23.214283469450443,33.550000000000004,27.39994424163021
SUPINO,6007610001,4269.0,23.505000000000003,11.305165589233978,24.461111111111112,6.450889975924367
SUPINO,6007620003,81.0,27.086,11.305165589233976,30.494444444444444,6.450889975924367
SUPINO,6007620001,55.0,23.945333333333334,11.378888976228449,25.222222222222225,6.561256936943759
SUTRI,5604910001,4180.0,23.956999999999997,1.703356392537979,30.322222222222223,2.425004772809355
SUTRI,5604920001,725.0,25.35,1.7420091848207915,32.67222222222222,2.8740376811365236
SUTRI,5604920002,332.0,24.033333333333335,4.06131756125193,29.66111111111111,4.105461583648642
SUTRI,5604920004,60.0,24.30566666666667,6.619597596027522,31.866666666666667,7.193419060347993
SUTRI,5604920003,213.0,24.23966666666667,1.6260025625236072,32.30555555555556,2.557686309784541
SUTRI,5604926605,37.0,24.72266666666667,1.6703165368675879,31.5,2.427103898339199
TARANO,5706710001,264.0,37.178999999999995,11.992747975339096,39.855555555555554,15.51209504201778
TARANO,5706710004,205.0,38.83766666666667,10.908820483138099,41.41111111111112,13.069497284106195
TARANO,5706710002,88.0,38.525,11.672526333232236,42.31111111111111,14.282023795796716
TARANO,5706710003,198.0,40.592,10.71098440854061,45.27222222222222,12.72371291606229
TARANO,5706720003,31.0,38.80233333333334,12.963313015326493,43.072222222222216,14.120142560396689
TARANO,5706726702,8.0,38.80233333333334,12.290134512418215,43.17777777777778,13.266890003703596
TARQUINIA,5605010001,734.0,27.719333333333335,22.29919636070622,28.011111111111113,20.679877050282837
TARQUINIA,5605010004,12091.0,22.535666666666664,22.24254233070791,20.57777777777778,20.291461897210016
TARQUINIA,5605020001,221.0,34.43333333333333,32.65842435472559,28.81111111111111,22.077416398093657
TARQUINIA,5605015702,322.0,28.992333333333335,22.24662581906149,29.93888888888889,20.461599083088228
TARQUINIA,5605015705,137.0,29.868333333333332,22.246625819061492,30.949999999999996,20.463402291245053
TARQUINIA,5605026703,25.0,29.078666666666663,30.522849249919854,26.26111111111111,21.029650584441573
TERELLE,6007710001,163.0,36.87833333333333,16.019058097570323,44.611111111111114,17.76202513895972
TESSENNANO,5605110001,279.0,37.928,1.724484560673133,41.32222222222223,2.5215368623417262
