Comune,Popolazione_totale,mean_km,mean_min,St.Dv_km,St.Dv_min
PICO,790.0,32.5539582278481,36.49103375527426,1.2125350304218023,1.7910502815697562
PIEDIMONTE SAN GERMANO,5445.0,8.888622038567494,15.334429139883683,0.690703120016118,0.7402514587775033
PIGLIO,3374.0,16.12578689982217,18.653497332542972,4.139108754999594,5.769963045373302
PIGNATARO INTERAMNA,840.0,8.945104761904762,14.599384920634922,1.4639087061698897,1.636586895544097
PISONIANO,710.0,21.086,24.933333333333334,,
POFI,2114.0,15.800712393566698,21.754202144433933,2.4333532798620476,2.409562857116029
POGGIO BUSTONE,1828.0,15.214322210065648,21.49420131291028,1.6367031190781052,2.4421851933296366
POGGIO CATINO,805.0,39.85832298136646,43.546273291925466,2.0294565775103446,4.519656144737856
POGGIO MIRTETO,4972.0,39.49036765888979,39.75234312148029,3.7177714138599596,5.199986009342188
POGGIO MOIANO,2622.0,33.99912738367658,37.62210144927536,2.1646968224980934,2.3907809045024044
POGGIO NATIVO,2226.0,34.27579245283019,38.3260781671159,2.6991183745808556,3.732993181782961
POGGIO SAN LORENZO,353.0,24.865,27.583333333333325,,
POLI,1849.0,0.7737468902109248,1.4787272399495224,2.5311244536766657,3.6600445251288845
PONTECORVO,8560.0,22.432962383177568,24.920099299065424,3.5138067834061557,4.254301563138592
PONTINIA,8094.0,16.56615542377069,19.64846182357301,1.9459204166299156,1.9228523373132709
PONZANO ROMANO,969.0,79.549,65.26666666666667,,
POSTA,539.0,26.061914656771798,23.32594310451453,3.0334623625095314,2.9873631557510083
POSTA FIBRENO,687.0,11.380609898107716,13.844541484716158,2.954292131797395,0.07071067811865576
POZZAGLIA SABINA,302.0,45.91525496688742,52.57080573951435,1.8079167338864528,2.5532613494349716
