Comune,Nucleo_ID,Popolazione,mean_km,St.Dv_km,mean_min,St.Dv_min
ALBANO LAZIALE,5800320008,87.0,2.178,0.3000716581085258,4.772222222222222,1.1607389089777314
ALBANO LAZIALE,5800320014,134.0,4.811333333333333,2.6893940457533057,8.572222222222223,4.806515639482783
ALBANO LAZIALE,5800320010,81.0,5.521333333333334,2.6893940457533057,9.75,4.803846838154235
ALBANO LAZIALE,5800320011,51.0,5.959333333333333,2.6893940457533057,10.505555555555555,4.806515639482784
ALLUMIERE,5800410001,3213.0,0.5595000000000001,0.0007071067811865482,2.2666666666666666,0.047140452079103
ALLUMIERE,5800410002,429.0,2.1399999999999997,0.03676955262170051,4.533333333333334,0.16499158227686114
ALVITO,6000410001,812.0,0.912,0.10040916292848977,2.175,0.1767766952966369
ALVITO,6000410002,27.0,3.0395,0.20152543263816614,4.433333333333333,0.4949747468305834
ALVITO,6000420209,10.0,2.0515,0.20152543263816597,3.0583333333333336,0.5774705379690139
ALVITO,6000420014,48.0,6.2575,0.20152543263816614,8.15,0.4949747468305834
ALVITO,6000420010,47.0,2.327,0.3549676041556467,4.058333333333334,0.1767766952966372
ALVITO,6000420204,2.0,2.5650000000000004,0.2022325394193526,4.375,0.5774705379690136
ALVITO,6000426615,16.0,2.4755000000000003,0.20152543263816583,3.75,0.49497474683058307
AMASENO,6000510001,2105.0,0.4655,0.22556706319850867,1.6333333333333333,0.9428090415820632
AMASENO,6000520002,122.0,1.1675,0.033234018715767845,2.3083333333333336,0.5539003119294623
AMASENO,6000520004,47.0,1.3005,0.33728993462598306,3.033333333333333,1.461354014452198
AMASENO,6000526601,17.0,2.161,0.5769991334482228,4.516666666666667,0.683536555146996
AMASENO,6000526606,25.0,1.493,0.3379970414071697,3.408333333333333,1.473139127471974
AMATRICE,5700210001,763.0,1.076,0.3323401871576773,2.775,1.1195857368787003
AMATRICE,5700210004,87.0,4.248,0.9107535341682734,6.741666666666668,1.9445436482630063
AMATRICE,5700210002,45.0,7.350999999999999,0.9107535341682734,10.858333333333333,1.9445436482630056
AMATRICE,5700220001,52.0,4.515,0.08061017305526634,8.233333333333333,0.8720983634634086
AMATRICE,5700210005,44.0,10.907,0.9107535341682734,12.708333333333336,1.9445436482630056
AMATRICE,5700210003,90.0,12.415,0.9107535341682721,14.95,1.9563287612827809
AMATRICE,5700220015,32.0,8.3555,0.0799030662740808,13.925,0.8838834764831844
AMATRICE,5700220040,35.0,8.179,0.9107535341682734,11.933333333333332,1.9563287612827809
AMATRICE,5700220036,32.0,6.5595,0.9100464273870866,9.9,1.9563287612827809
AMATRICE,5700220030,26.0,2.56,0.08061017305526634,4.966666666666667,0.8720983634634086
AMATRICE,5700220231,4.0,4.067,0.9107535341682734,6.241666666666666,1.9445436482630056
AMATRICE,5700220023,50.0,5.21,0.33234018715767777,8.583333333333332,1.1313708498984758
AMATRICE,5700220221,1.0,5.928,0.33234018715767777,11.133333333333333,1.1313708498984758
AMATRICE,5700226606,13.0,14.790000000000001,0.9107535341682721,18.75,1.9563287612827809
